Frequencia (Hz),Amplitude (dB)
740.54,138.15
1986.05,138.15
1985.76,138.15
871.34,138.15
2012.54,138.15
360.73,138.15
2032.31,138.15
1946.22,138.14
1919.83,138.14
1135.36,138.14
1968.52,138.14
1137.01,138.14
1867.53,138.14
847.38,138.14
535.93,138.13
956.36,138.13
2002.02,138.13
246.49,138.13
1283.2,138.13
682.4,138.12
741.81,138.12
991.52,138.12
1020.73,138.12
371.83,138.12
2046.04,138.12
842.22,138.11
1322.64,138.11
357.12,138.11
356.35,138.11
1036.12,138.11
680.75,138.11
992.59,138.1
743.95,138.09
626.6,138.09
363.55,138.08
1203.14,138.08
374.46,138.08
253.89,138.08
916.82,138.08
565.93,138.08
261.2,138.07
2024.03,138.06
707.14,138.06
692.14,138.06
743.86,138.06
670.33,138.06
1295.56,138.05
322.65,138.05
353.81,138.04
691.07,138.04
621.34,138.04
1160.97,138.04
858.68,138.04
264.12,138.04
2036.21,138.04
316.22,138.03
1932.0,138.03
376.02,138.03
2018.68,138.03
1152.69,138.03
992.39,138.02
1309.0,138.02
987.81,138.02
234.32,138.02
960.16,138.02
7984.81,138.02
7983.64,138.01
184.65,138.01
897.24,138.01
842.71,138.0
1194.96,137.99
316.32,137.99
855.17,137.99
1439.7,137.99
1028.82,137.99
1906.48,137.99
1000.28,137.99
1350.0,137.99
2042.05,137.98
2002.31,137.98
1933.95,137.98
1021.12,137.98
679.48,137.98
721.94,137.98
1019.95,137.97
902.11,137.96
1007.88,137.96
1286.99,137.96
919.64,137.95
7985.01,137.95
184.16,137.95
994.92,137.95
321.97,137.95
182.21,137.95
738.5,137.94
993.17,137.94
1897.04,137.94
1149.58,137.93
301.91,137.93
1942.91,137.92
311.74,137.92
287.39,137.92
253.99,137.92
979.54,137.91
195.26,137.9
748.14,137.9
1327.7,137.9
808.52,137.89
186.11,137.89
1011.68,137.89
1982.64,137.89
920.91,137.89
235.29,137.88
904.26,137.88
1965.11,137.88
1201.49,137.88
1881.26,137.87
259.15,137.87
1211.91,137.87
1139.84,137.87
971.36,137.87
1964.82,137.86
749.31,137.86
304.34,137.86
1079.94,137.85
961.71,137.85
2016.34,137.85
719.22,137.85
2003.78,137.85
2013.81,137.84
906.69,137.84
928.8,137.84
1990.34,137.83
540.02,137.83
898.41,137.83
244.25,137.83
245.71,137.83
285.93,137.82
855.27,137.82
802.29,137.82
261.59,137.82
927.63,137.82
154.75,137.82
1836.07,137.82
501.46,137.82
213.57,137.81
756.81,137.81
865.88,137.81
820.21,137.81
1879.41,137.81
864.91,137.8
886.82,137.8
693.21,137.79
766.45,137.79
757.98,137.79
827.12,137.79
59.5,137.79
1003.98,137.79
286.23,137.78
856.34,137.78
554.43,137.78
705.68,137.78
557.45,137.78
1962.87,137.78
811.64,137.78
852.44,137.78
1010.99,137.77
1944.95,137.77
731.0,137.77
959.47,137.77
1109.26,137.76
847.48,137.76
1011.19,137.75
957.14,137.75
1202.85,137.75
776.68,137.75
1357.21,137.75
189.42,137.74
2015.85,137.74
514.31,137.74
674.03,137.74
361.9,137.74
193.9,137.73
740.93,137.73
735.29,137.73
1559.58,137.73
26.68,137.73
322.55,137.72
560.57,137.72
918.28,137.72
304.24,137.72
504.18,137.71
2008.35,137.71
2038.35,137.71
992.0,137.71
558.62,137.71
2034.16,137.71
724.77,137.71
264.9,137.7
1067.67,137.7
313.3,137.7
935.22,137.7
1137.11,137.7
805.11,137.7
757.1,137.7
1124.06,137.69
313.49,137.69
1129.81,137.69
935.13,137.69
901.82,137.69
246.98,137.68
959.86,137.68
754.67,137.68
2033.87,137.68
743.66,137.68
1130.1,137.68
2009.33,137.68
739.38,137.68
1016.93,137.67
1934.14,137.67
1287.48,137.67
1919.92,137.67
969.21,137.67
260.42,137.67
514.02,137.67
1062.61,137.67
1912.42,137.66
1331.69,137.65
233.05,137.65
303.37,137.65
1930.15,137.65
1196.42,137.65
842.9,137.64
889.06,137.64
5989.02,137.64
1135.55,137.64
1158.05,137.63
7984.42,137.63
960.74,137.63
1892.85,137.63
1883.11,137.62
1980.4,137.62
708.8,137.62
1319.91,137.62
713.96,137.62
1943.59,137.62
362.97,137.61
1967.74,137.61
968.92,137.61
1339.29,137.61
1945.54,137.61
1958.29,137.6
771.12,137.6
735.09,137.6
1150.65,137.6
229.94,137.59
816.41,137.59
318.36,137.59
997.26,137.59
605.95,137.59
955.97,137.59
849.33,137.59
635.27,137.59
286.62,137.59
1009.34,137.58
1281.34,137.58
1141.79,137.58
1058.13,137.57
243.28,137.57
2007.77,137.57
806.38,137.57
227.21,137.57
732.56,137.57
1918.37,137.56
849.81,137.56
991.91,137.56
1326.63,137.56
632.35,137.56
759.44,137.56
303.66,137.56
501.16,137.55
846.41,137.55
669.06,137.55
680.36,137.54
961.91,137.54
1005.93,137.54
669.74,137.54
1341.53,137.54
671.11,137.53
2044.0,137.53
779.79,137.53
1147.53,137.52
999.4,137.52
1955.47,137.52
360.53,137.52
1079.75,137.52
1024.43,137.52
672.47,137.51
764.79,137.51
729.34,137.5
674.22,137.5
1296.44,137.5
761.48,137.5
672.57,137.49
1066.21,137.49
743.27,137.49
371.05,137.49
750.38,137.49
995.12,137.49
1147.44,137.48
188.54,137.48
1893.04,137.48
718.92,137.47
963.95,137.47
261.49,137.47
1898.69,137.47
933.08,137.47
405.82,137.47
1036.22,137.47
286.52,137.46
999.7,137.46
2038.15,137.46
976.81,137.46
1008.36,137.46
378.55,137.45
497.66,137.45
978.56,137.45
2007.28,137.44
974.47,137.44
1112.96,137.44
622.02,137.44
685.33,137.44
742.69,137.44
893.74,137.44
868.03,137.44
1140.62,137.43
567.39,137.43
1321.27,137.43
244.15,137.43
892.76,137.42
1069.13,137.42
771.71,137.42
1014.79,137.42
556.19,137.42
1320.98,137.42
965.12,137.42
2030.56,137.42
661.46,137.42
185.92,137.42
1943.69,137.42
1935.7,137.42
2038.25,137.42
370.95,137.41
541.48,137.41
1311.54,137.41
2023.74,137.41
1019.66,137.41
2026.56,137.4
2031.92,137.4
361.02,137.39
1150.16,137.39
1003.2,137.39
1132.73,137.38
1330.43,137.38
1171.3,137.38
1962.38,137.38
1292.16,137.38
248.24,137.37
1328.58,137.37
978.17,137.37
966.39,137.37
723.4,137.37
247.17,137.37
2057.83,137.36
854.0,137.36
310.09,137.36
1943.0,137.36
552.88,137.36
1894.41,137.36
805.99,137.36
999.21,137.36
784.17,137.36
916.62,137.35
365.7,137.35
913.99,137.35
318.07,137.35
900.65,137.35
2010.98,137.35
317.2,137.35
1021.02,137.34
635.17,137.34
49.77,137.34
371.34,137.34
262.66,137.34
946.42,137.34
865.3,137.33
1896.94,137.33
1104.49,137.33
809.2,137.33
1947.19,137.33
237.82,137.32
871.92,137.32
1895.09,137.32
839.2,137.32
1203.04,137.31
931.33,137.31
227.11,137.31
1857.4,137.31
1038.07,137.31
705.58,137.31
757.2,137.3
908.64,137.3
834.23,137.3
835.79,137.3
988.79,137.3
1286.8,137.3
807.26,137.3
372.8,137.29
378.84,137.29
1198.08,137.29
813.2,137.29
359.46,137.29
286.32,137.29
782.32,137.29
1894.99,137.29
188.25,137.29
1321.86,137.28
1961.12,137.28
1958.49,137.28
918.57,137.28
1202.95,137.28
881.76,137.28
850.4,137.27
848.65,137.27
2026.47,137.27
754.86,137.27
1327.8,137.27
851.47,137.27
937.37,137.27
682.31,137.27
1936.87,137.27
1161.07,137.26
1281.25,137.26
815.44,137.26
1016.64,137.26
809.11,137.25
362.87,137.25
1108.19,137.25
922.08,137.25
566.71,137.24
1141.2,137.24
775.22,137.24
2005.33,137.24
1001.64,137.24
941.75,137.24
1539.13,137.24
1284.17,137.23
901.92,137.23
948.37,137.23
355.18,137.23
1306.86,137.23
610.63,137.23
1944.17,137.23
360.44,137.23
1980.11,137.23
1212.0,137.22
369.4,137.22
740.16,137.22
1890.71,137.22
1890.9,137.22
374.36,137.22
1065.34,137.22
514.12,137.21
626.5,137.21
850.89,137.21
1920.12,137.21
300.05,137.2
1963.07,137.2
598.65,137.2
2030.46,137.2
806.96,137.2
839.69,137.2
1158.44,137.19
7981.11,137.19
247.76,137.19
1002.42,137.19
1130.78,137.19
1126.01,137.19
1153.47,137.19
374.75,137.19
2001.54,137.18
1944.85,137.18
756.42,137.18
5986.39,137.18
706.17,137.18
837.45,137.18
1080.14,137.17
373.29,137.17
1284.07,137.17
742.1,137.17
1926.45,137.17
554.53,137.17
904.55,137.17
256.13,137.17
903.96,137.16
669.16,137.16
1333.35,137.16
1006.61,137.16
561.06,137.15
1134.97,137.15
1107.99,137.15
564.95,137.15
801.9,137.14
1936.67,137.14
578.68,137.14
249.9,137.14
851.08,137.13
743.76,137.13
527.26,137.13
1335.49,137.13
676.37,137.13
244.06,137.13
1330.14,137.13
1283.58,137.13
934.35,137.12
1960.63,137.12
1356.63,137.12
989.57,137.12
1933.75,137.12
911.56,137.12
781.64,137.12
739.96,137.12
500.48,137.11
1322.74,137.11
944.48,137.11
1137.89,137.11
230.32,137.11
996.0,137.11
1962.97,137.11
565.44,137.11
555.6,137.11
1918.17,137.1
1880.97,137.1
286.71,137.1
1148.7,137.1
2024.71,137.1
1013.23,137.1
854.59,137.09
162.93,137.09
318.17,137.09
980.71,137.09
838.81,137.09
7984.72,137.09
1313.09,137.08
738.89,137.08
1940.28,137.08
1178.4,137.08
287.0,137.08
260.13,137.07
1131.07,137.07
314.76,137.07
589.49,137.07
2036.3,137.06
1108.67,137.06
804.43,137.06
771.61,137.06
1894.8,137.06
248.44,137.06
830.43,137.06
1198.17,137.05
830.14,137.05
733.05,137.05
2032.21,137.05
776.48,137.04
1164.28,137.04
1137.7,137.04
303.46,137.03
802.58,137.03
678.02,137.03
996.97,137.02
313.4,137.02
871.05,137.02
244.35,137.02
1935.51,137.02
1127.28,137.02
1867.24,137.02
265.58,137.02
960.06,137.01
2021.79,137.01
1015.38,137.01
944.28,137.01
510.51,137.0
666.63,137.0
823.23,137.0
1062.8,137.0
1927.03,137.0
1900.54,137.0
1181.91,136.99
1108.58,136.99
376.21,136.99
309.7,136.99
1064.95,136.98
756.32,136.97
1892.46,136.97
1192.04,136.97
241.72,136.97
1923.92,136.96
1287.68,136.96
739.57,136.95
1967.25,136.95
373.49,136.95
1126.2,136.95
1851.56,136.95
1307.74,136.94
364.33,136.94
600.79,136.94
3992.94,136.94
1015.47,136.94
745.12,136.94
934.15,136.93
846.5,136.93
971.16,136.93
724.28,136.93
978.66,136.93
189.13,136.93
1195.64,136.93
808.72,136.92
845.43,136.92
1898.98,136.92
1149.97,136.92
1292.06,136.92
678.61,136.91
1150.55,136.91
1932.49,136.91
2016.44,136.91
2028.32,136.91
321.68,136.91
997.16,136.9
1904.63,136.9
1149.68,136.9
361.31,136.89
1155.91,136.89
1042.35,136.89
1883.31,136.88
929.09,136.88
720.29,136.88
996.19,136.88
806.28,136.88
1066.12,136.88
45.87,136.88
2017.7,136.88
1950.99,136.87
731.29,136.87
161.76,136.87
2023.16,136.87
1287.58,136.87
606.34,136.87
826.44,136.87
600.6,136.86
680.26,136.86
845.92,136.86
1045.57,136.86
1306.37,136.86
998.43,136.85
852.35,136.85
858.58,136.85
851.76,136.85
525.61,136.84
2031.63,136.84
2040.49,136.84
154.85,136.84
906.79,136.84
1894.89,136.84
722.82,136.83
897.34,136.83
825.66,136.83
1131.76,136.82
249.8,136.82
319.24,136.82
1138.77,136.82
1017.52,136.82
713.08,136.82
1946.32,136.81
889.65,136.81
1148.51,136.81
1138.86,136.81
1919.44,136.81
964.64,136.81
1940.67,136.81
696.43,136.8
912.34,136.8
883.02,136.8
892.57,136.79
1968.62,136.79
504.47,136.79
751.35,136.79
225.16,136.79
1970.27,136.79
653.28,136.79
554.92,136.78
900.36,136.78
383.81,136.78
924.61,136.78
963.08,136.78
851.86,136.77
509.15,136.77
736.84,136.77
744.83,136.77
1178.89,136.77
303.76,136.77
947.3,136.77
750.87,136.76
938.24,136.76
916.14,136.76
908.44,136.76
796.45,136.76
1307.06,136.76
924.32,136.76
787.97,136.75
990.25,136.75
545.47,136.75
194.49,136.75
1306.67,136.75
842.12,136.75
904.45,136.75
204.22,136.75
1104.88,136.74
888.97,136.74
857.51,136.74
804.63,136.74
971.45,136.74
1031.83,136.74
941.85,136.74
329.27,136.74
1331.79,136.74
886.43,136.74
663.61,136.73
1005.54,136.73
217.47,136.73
1440.19,136.73
854.88,136.72
744.05,136.72
633.12,136.72
555.9,136.72
847.96,136.72
1012.45,136.72
823.33,136.72
1929.47,136.72
555.12,136.72
1855.45,136.71
1003.49,136.71
937.66,136.71
238.89,136.71
369.3,136.7
986.65,136.7
539.24,136.7
313.69,136.7
496.78,136.7
940.19,136.7
557.94,136.7
1896.65,136.7
845.24,136.7
2042.44,136.69
256.72,136.69
1133.9,136.69
981.87,136.69
645.88,136.69
820.31,136.69
1440.09,136.68
1861.39,136.68
1940.47,136.68
506.62,136.68
1099.71,136.67
673.05,136.67
227.31,136.67
991.42,136.67
891.98,136.67
954.99,136.67
1935.12,136.67
934.25,136.67
2040.2,136.66
2040.39,136.66
561.15,136.66
744.73,136.66
59.7,136.66
1940.38,136.66
924.9,136.66
956.85,136.66
803.26,136.66
679.68,136.66
1939.6,136.66
1861.59,136.65
668.77,136.65
898.51,136.65
960.64,136.65
1914.37,136.65
919.16,136.65
3992.46,136.65
405.72,136.64
558.52,136.64
898.31,136.64
867.25,136.64
1138.09,136.64
1962.77,136.64
811.74,136.63
846.7,136.63
540.41,136.63
746.97,136.63
1894.7,136.63
966.97,136.63
2016.92,136.63
718.63,136.63
562.91,136.63
935.03,136.62
498.73,136.62
811.05,136.62
1158.83,136.62
814.46,136.62
1012.94,136.62
808.23,136.61
1003.1,136.61
911.07,136.61
680.65,136.61
7986.27,136.61
849.72,136.61
1005.44,136.6
490.64,136.6
5987.56,136.6
566.61,136.6
224.87,136.6
841.54,136.6
957.33,136.59
1934.92,136.59
222.24,136.59
1124.45,136.59
818.26,136.59
666.82,136.59
1072.54,136.59
1323.71,136.59
754.76,136.58
921.1,136.58
502.04,136.58
2036.5,136.58
235.88,136.58
1406.98,136.58
252.04,136.57
1289.33,136.57
768.5,136.57
1954.2,136.57
624.65,136.57
1902.98,136.56
889.55,136.56
1958.68,136.56
825.76,136.56
756.13,136.56
764.89,136.56
911.75,136.55
788.65,136.55
538.07,136.55
1157.27,136.55
1176.85,136.54
1008.85,136.54
759.34,136.54
1324.39,136.54
1853.41,136.54
555.8,136.54
828.78,136.54
1137.79,136.54
1155.62,136.54
1924.31,136.53
2003.58,136.53
1970.86,136.53
1335.88,136.53
540.22,136.53
222.44,136.53
621.44,136.53
413.03,136.53
955.77,136.53
990.15,136.52
861.4,136.52
297.82,136.52
358.1,136.52
1888.76,136.52
2030.65,136.52
1964.24,136.51
229.45,136.51
780.67,136.51
1309.49,136.51
1135.85,136.5
886.53,136.5
1320.01,136.5
562.23,136.5
998.92,136.5
1286.21,136.49
891.01,136.49
960.35,136.49
1871.13,136.49
788.07,136.48
759.05,136.48
343.0,136.48
1968.91,136.48
648.12,136.48
949.83,136.48
754.37,136.47
751.06,136.47
1193.69,136.47
1171.49,136.47
558.33,136.47
427.44,136.47
1863.34,136.47
1203.82,136.47
747.07,136.47
675.2,136.46
709.67,136.46
554.73,136.46
1900.64,136.46
787.49,136.45
684.94,136.45
319.05,136.45
1038.36,136.45
187.47,136.45
682.01,136.45
826.54,136.45
881.17,136.44
772.2,136.44
316.81,136.44
1968.42,136.44
748.92,136.44
1106.73,136.43
184.75,136.43
1351.08,136.43
364.23,136.43
353.23,136.43
1935.8,136.43
1110.43,136.43
1014.11,136.42
186.01,136.42
320.7,136.42
259.05,136.42
1096.5,136.42
263.63,136.41
756.91,136.41
925.1,136.41
1107.8,136.41
1108.77,136.4
1881.07,136.4
59.8,136.4
974.67,136.4
727.88,136.4
816.9,136.4
525.8,136.4
3995.08,136.4
669.45,136.4
562.03,136.4
235.49,136.4
353.52,136.4
1304.72,136.4
993.37,136.4
1965.31,136.39
228.96,136.38
1155.52,136.38
939.22,136.38
1113.06,136.38
918.96,136.38
2042.73,136.38
1015.08,136.38
1315.72,136.38
230.23,136.38
917.79,136.38
954.61,136.37
343.3,136.37
7987.05,136.37
943.11,136.37
2138.95,136.37
824.49,136.37
1887.3,136.37
735.58,136.37
1102.25,136.37
1331.21,136.37
297.52,136.36
865.79,136.36
1892.95,136.36
1657.17,136.36
607.02,136.36
1171.39,136.36
1928.69,136.35
843.97,136.35
1140.91,136.35
1035.44,136.35
914.09,136.35
210.17,136.34
301.42,136.34
960.25,136.34
354.98,136.34
850.69,136.33
1064.75,136.33
1021.32,136.33
905.42,136.32
248.63,136.32
497.56,136.32
607.12,136.32
245.61,136.32
2009.23,136.32
967.75,136.31
2048.38,136.31
1123.67,136.31
1323.03,136.31
885.95,136.31
229.55,136.31
649.19,136.3
317.29,136.3
1908.14,136.3
705.48,136.3
1156.01,136.29
2053.93,136.29
877.77,136.29
995.9,136.29
1064.65,136.29
1171.2,136.29
908.35,136.29
1195.84,136.29
1017.23,136.29
1198.47,136.28
372.71,136.28
187.86,136.28
857.7,136.28
1295.47,136.28
833.75,136.28
313.11,136.28
539.83,136.28
997.75,136.28
251.65,136.28
2016.83,136.28
2042.24,136.28
236.56,136.27
1916.22,136.27
769.18,136.27
737.92,136.26
324.6,136.26
490.74,136.26
969.31,136.26
1123.77,136.26
244.84,136.25
680.85,136.25
500.58,136.25
857.31,136.25
1309.88,136.24
1323.61,136.24
686.88,136.24
737.53,136.24
216.11,136.24
514.21,136.24
668.87,136.24
1113.54,136.23
1293.62,136.23
252.72,136.23
501.36,136.23
1065.43,136.23
1290.69,136.23
1037.39,136.22
539.14,136.22
1959.76,136.22
1158.15,136.22
375.82,136.22
997.94,136.22
1196.71,136.22
2022.96,136.22
1930.34,136.22
1017.32,136.22
1286.7,136.22
986.26,136.22
1221.55,136.22
1879.12,136.21
974.08,136.21
784.27,136.21
1892.75,136.21
462.3,136.21
989.28,136.21
232.27,136.21
1876.97,136.21
349.53,136.21
1328.48,136.21
1083.16,136.2
998.04,136.2
5988.93,136.2
213.09,136.2
1111.89,136.2
187.38,136.2
865.4,136.2
905.33,136.2
844.46,136.19
1927.52,136.19
540.31,136.19
564.86,136.19
1918.66,136.19
1013.04,136.19
2035.82,136.19
1280.47,136.18
549.08,136.18
403.19,136.18
1034.27,136.18
1288.45,136.18
2026.76,136.18
666.43,136.17
316.12,136.17
551.32,136.17
317.88,136.17
1124.35,136.17
1979.72,136.17
975.84,136.17
359.27,136.17
1886.81,136.17
247.56,136.16
655.91,136.16
1167.21,136.16
2013.32,136.16
538.17,136.16
2019.84,136.16
732.85,136.16
1869.48,136.16
1888.95,136.15
954.8,136.15
958.99,136.15
1857.79,136.15
514.89,136.15
1002.72,136.15
2040.3,136.14
254.48,136.14
2041.76,136.14
846.31,136.14
1941.74,136.14
1184.44,136.14
600.99,136.14
780.57,136.13
526.0,136.13
682.79,136.13
866.08,136.13
1042.45,136.13
656.21,136.13
1906.58,136.13
1908.43,136.12
310.57,136.12
1507.38,136.12
1900.74,136.12
940.29,136.12
949.64,136.12
522.3,136.12
2025.59,136.12
902.99,136.12
241.91,136.11
663.7,136.11
976.91,136.11
1166.13,136.11
963.47,136.11
461.72,136.11
753.5,136.1
1337.93,136.1
712.5,136.1
299.86,136.1
216.79,136.1
847.19,136.1
961.23,136.09
931.82,136.09
483.15,136.09
914.97,136.09
1000.87,136.09
1068.55,136.09
661.95,136.09
2043.7,136.09
2004.26,136.08
1324.2,136.08
1966.48,136.08
1065.73,136.08
1924.5,136.08
1169.93,136.08
1077.12,136.08
555.99,136.08
1304.04,136.07
1065.53,136.07
1301.11,136.07
231.01,136.07
976.03,136.07
416.63,136.06
1873.37,136.06
234.61,136.06
252.92,136.06
264.31,136.06
769.57,136.06
182.8,136.06
1172.46,136.06
1192.33,136.05
977.59,136.05
542.65,136.04
846.02,136.04
2446.99,136.04
534.96,136.04
1285.82,136.04
745.22,136.04
563.1,136.04
901.72,136.03
2024.52,136.03
2030.26,136.03
936.78,136.03
940.68,136.03
221.56,136.03
1319.81,136.03
1959.07,136.03
1314.55,136.02
783.79,136.01
724.38,136.01
1132.63,136.01
884.58,136.01
379.72,136.01
1838.02,136.01
3991.77,136.01
1169.64,136.01
851.96,136.01
247.37,136.01
596.99,136.01
825.18,136.01
1896.84,136.01
553.27,136.0
143.26,136.0
1134.87,136.0
1325.07,136.0
228.67,136.0
990.83,136.0
1218.63,136.0
262.46,136.0
803.36,135.99
284.76,135.99
1171.1,135.99
1282.61,135.99
1167.3,135.99
548.01,135.99
591.83,135.99
378.75,135.99
2021.11,135.99
1158.93,135.99
192.44,135.99
1021.41,135.99
357.32,135.98
188.06,135.98
865.01,135.98
1946.51,135.98
1349.91,135.98
1110.33,135.97
1034.85,135.97
1845.62,135.97
1337.05,135.96
1521.6,135.96
1128.64,135.96
1945.44,135.96
188.84,135.96
955.68,135.96
119.4,135.95
1083.06,135.95
260.52,135.95
549.86,135.95
1141.4,135.95
1290.79,135.95
233.64,135.95
413.12,135.94
1903.27,135.94
1313.39,135.94
1159.12,135.94
242.79,135.94
1365.88,135.93
825.08,135.93
1180.74,135.93
525.12,135.92
530.18,135.92
898.9,135.92
811.54,135.92
372.51,135.92
695.75,135.92
1559.49,135.92
868.51,135.92
847.77,135.92
1203.24,135.92
1293.71,135.91
611.89,135.91
832.87,135.91
470.49,135.91
262.85,135.91
732.36,135.91
1914.27,135.91
1875.03,135.9
672.37,135.9
199.26,135.9
830.34,135.9
1211.81,135.9
1849.9,135.9
535.44,135.9
536.42,135.9
1154.25,135.9
1316.02,135.89
913.9,135.89
559.89,135.89
1043.72,135.89
1282.71,135.88
851.28,135.88
789.92,135.88
980.02,135.88
1875.12,135.88
2429.46,135.87
991.03,135.87
1288.06,135.87
1235.86,135.87
1331.99,135.87
867.54,135.87
962.79,135.86
1926.84,135.86
1050.83,135.86
1036.31,135.86
1906.78,135.86
1039.63,135.86
1507.29,135.86
2016.24,135.86
959.09,135.85
889.26,135.85
916.23,135.85
960.45,135.85
1904.93,135.85
225.94,135.85
984.41,135.85
811.93,135.85
986.55,135.85
829.95,135.85
1950.6,135.85
1322.35,135.84
1121.04,135.84
1008.75,135.84
891.3,135.84
956.94,135.84
1344.16,135.84
526.29,135.84
688.34,135.84
540.12,135.83
1985.56,135.83
744.64,135.83
805.21,135.83
1928.98,135.83
709.96,135.83
1849.61,135.83
1336.56,135.83
369.88,135.82
1013.53,135.82
1289.14,135.82
2028.51,135.82
973.6,135.82
1003.69,135.82
793.23,135.81
1103.03,135.81
807.94,135.81
1065.04,135.81
1468.62,135.81
355.37,135.8
1307.45,135.8
804.92,135.8
1962.0,135.8
1881.36,135.8
354.79,135.8
1080.72,135.8
231.2,135.8
942.82,135.79
809.89,135.79
163.42,135.79
2017.12,135.79
542.75,135.79
2443.19,135.79
914.38,135.79
665.36,135.79
696.33,135.78
1312.02,135.78
690.29,135.78
1896.36,135.78
1023.46,135.78
585.31,135.78
1196.03,135.78
853.32,135.78
1877.07,135.78
739.77,135.78
190.69,135.77
857.12,135.77
361.99,135.77
5988.44,135.77
5986.78,135.77
597.77,135.77
245.91,135.77
1329.07,135.77
1914.66,135.77
1854.38,135.77
522.39,135.76
915.46,135.76
1009.63,135.76
668.67,135.75
952.46,135.75
375.24,135.75
1038.75,135.75
1102.34,135.75
45.97,135.75
186.21,135.75
229.35,135.75
1183.86,135.75
1134.29,135.75
747.95,135.75
607.51,135.75
306.0,135.75
941.36,135.75
998.14,135.75
1921.97,135.75
942.14,135.74
586.38,135.74
954.7,135.74
1120.95,135.74
974.28,135.73
1037.48,135.73
1333.45,135.73
2010.79,135.73
1115.0,135.73
310.67,135.73
1190.87,135.72
1234.99,135.72
964.25,135.72
1334.71,135.72
5986.59,135.72
647.83,135.72
1007.97,135.72
872.02,135.72
773.07,135.72
1193.6,135.71
1893.14,135.71
829.07,135.71
509.05,135.7
1221.45,135.7
1924.79,135.7
381.96,135.7
190.3,135.7
1042.84,135.7
222.73,135.7
1341.43,135.7
684.55,135.7
728.27,135.7
815.14,135.7
25.42,135.7
544.5,135.69
1104.78,135.69
1106.63,135.69
194.29,135.69
838.42,135.69
566.02,135.69
1086.47,135.69
157.38,135.69
2003.87,135.69
768.4,135.69
369.98,135.68
258.28,135.68
1000.67,135.68
950.61,135.68
742.78,135.68
1148.99,135.68
1327.02,135.68
734.8,135.68
546.84,135.67
634.0,135.67
1037.68,135.67
929.19,135.67
980.9,135.67
690.19,135.67
1150.45,135.67
293.92,135.67
406.31,135.67
186.79,135.66
970.77,135.66
163.91,135.66
994.63,135.66
1918.85,135.66
1000.77,135.66
1359.84,135.66
950.42,135.66
1922.85,135.65
961.62,135.65
885.56,135.65
1278.52,135.65
541.38,135.65
850.11,135.65
2423.52,135.65
272.98,135.65
743.56,135.65
186.5,135.65
1867.63,135.64
919.93,135.64
1881.16,135.64
299.28,135.64
119.11,135.64
586.48,135.64
2140.31,135.63
1879.31,135.63
1316.5,135.63
1164.97,135.63
1900.84,135.63
314.86,135.63
864.62,135.62
744.44,135.62
1016.35,135.62
1128.74,135.62
1327.9,135.62
1036.41,135.62
999.01,135.62
347.09,135.62
1887.88,135.62
380.21,135.62
1329.26,135.61
2036.11,135.61
853.03,135.61
2138.66,135.61
1301.21,135.61
724.87,135.61
